model,Model:,AIC:,Link Function:,BIC:,Dependent Variable:,Log-Likelihood:,LL-Null:,No. Observations:,Deviance:,Df Model:,Pearson chi2:,Df Residuals:,Scale:,Method:
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0,GLM,407.3621,Log,-3869.4358,obamacare_test_recommendations_implicit__both_0,-199.68,-231.42,617,69.009,3,69,613,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,407.3878,Log,-3869.433,obamacare_test_recommendations_implicit__both_0,-199.69,-231.42,617,69.012,3,69,613,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,407.4686,Log,-3863.2232,obamacare_test_recommendations_implicit__both_0,-198.73,-231.46,617,68.797,4,68.8,612,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,407.5253,Log,-3863.2169,obamacare_test_recommendations_implicit__both_0,-198.76,-231.46,617,68.803,4,68.8,612,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,408.28,Log,-3863.1327,obamacare_test_recommendations_implicit__both_0,-199.14,-231.42,617,68.887,4,68.9,612,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,408.3198,Log,-3875.5285,obamacare_test_recommendations_implicit__both_0,-201.16,-231.32,617,69.341,2,69.3,614,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,408.3544,Log,-3856.9235,obamacare_test_recommendations_implicit__both_0,-198.18,-231.47,617,68.671,5,68.7,611,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,409.0384,Log,-3863.048,obamacare_test_recommendations_implicit__both_0,-199.52,-231.38,617,68.972,4,69,612,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0,GLM,409.791,Log,-3875.3629,obamacare_test_recommendations_implicit__both_0,-201.9,-231.26,617,69.507,2,69.5,614,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,410.2005,Log,-3869.1176,obamacare_test_recommendations_implicit__both_0,-201.1,-231.28,617,69.327,3,69.3,613,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size,GLM,410.5621,Log,-3881.4745,obamacare_test_recommendations_implicit__both_0,-203.28,-231.18,617,69.82,1,69.8,615,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0,GLM,411.5828,Log,-3868.9621,obamacare_test_recommendations_implicit__both_0,-201.79,-231.22,617,69.483,3,69.5,613,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,411.688,Log,-3868.9503,obamacare_test_recommendations_implicit__both_0,-201.84,-231.22,617,69.494,3,69.5,613,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0,GLM,412.1639,Log,-3875.0951,obamacare_test_recommendations_implicit__both_0,-203.08,-231.15,617,69.774,2,69.8,614,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,412.4058,Log,-3875.0677,obamacare_test_recommendations_implicit__both_0,-203.2,-231.14,617,69.802,2,69.8,614,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,413.4958,Log,-3862.5479,obamacare_test_recommendations_implicit__both_0,-201.75,-231.18,617,69.472,4,69.5,612,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,414.0421,Log,-3868.6846,obamacare_test_recommendations_implicit__both_0,-203.02,-231.11,617,69.76,3,69.8,613,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,420.3702,Log,-3843.1784,obamacare_test_recommendations_implicit__both_0,-202.19,-231.02,617,69.567,7,69.6,609,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,421.2336,Log,-3849.2782,obamacare_test_recommendations_implicit__both_0,-203.62,-230.95,617,69.892,6,69.9,610,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,421.4189,Log,-3849.2572,obamacare_test_recommendations_implicit__both_0,-203.71,-230.94,617,69.913,6,69.9,610,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,422.57,Log,-3861.5186,obamacare_test_recommendations_implicit__both_0,-206.29,-230.82,617,70.501,4,70.5,612,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,422.7514,Log,-3855.3023,obamacare_test_recommendations_implicit__both_0,-205.38,-230.85,617,70.293,5,70.3,611,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0,GLM,422.9791,Log,-3861.4719,obamacare_test_recommendations_implicit__both_0,-206.49,-230.81,617,70.548,4,70.5,612,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.0458,Log,-3855.2687,obamacare_test_recommendations_implicit__both_0,-205.52,-230.84,617,70.326,5,70.3,611,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.18,Log,-3855.2534,obamacare_test_recommendations_implicit__both_0,-205.59,-230.84,617,70.342,5,70.3,611,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.3664,Log,-3849.0362,obamacare_test_recommendations_implicit__both_0,-204.68,-230.86,617,70.134,6,70.1,610,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.371,Log,-3849.0357,obamacare_test_recommendations_implicit__both_0,-204.69,-230.86,617,70.134,6,70.1,610,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.4243,Log,-3849.0296,obamacare_test_recommendations_implicit__both_0,-204.71,-230.86,617,70.14,6,70.1,610,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.4303,Log,-3849.029,obamacare_test_recommendations_implicit__both_0,-204.72,-230.86,617,70.141,6,70.1,610,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.881,Log,-3855.1735,obamacare_test_recommendations_implicit__both_0,-205.94,-230.81,617,70.422,5,70.4,611,0,IRLS
obamacare_test_recommendations_implicit__both_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_implicit__both_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_implicit__both_0,GLM,423.9571,Log,-3855.1648,obamacare_test_recommendations_implicit__both_0,-205.98,-230.81,617,70.43,5,70.4,611,0,IRLS
